age,gender,icu_experience,cpr_skill,language_level,previous_score,region,score,decision
41,Female,6,4,A1,67,East,3.159368600560635,Fail
44,Male,4,3,A1,78,East,3.454604549327695,Pass
53,Male,7,0,B1,73,South,0.4478872161357428,Fail
54,Male,5,3,C1,59,East,-1.8409853761517656,Fail
26,Female,4,2,B1,94,North,3.9471501399079227,Pass
55,Female,8,2,C1,66,East,6.42309234436938,Pass
32,Female,1,3,B1,67,South,-1.573803943873474,Fail
24,Female,0,2,C1,91,North,-0.33996015399282564,Fail
54,Male,7,1,B1,97,South,5.259649786054873,Pass
32,Male,2,1,C1,69,West,2.552779519893705,Fail
37,Male,6,2,B1,86,North,9.416216912613416,Pass
39,Female,9,2,C1,94,North,6.661314937651797,Pass
51,Male,7,1,B1,67,East,4.975848943786097,Pass
31,Male,5,2,A1,66,North,1.3624226000102346,Fail
39,Female,9,2,C1,58,South,5.019611592781365,Pass
59,Female,8,3,B1,63,East,6.93582732495074,Pass
40,Female,6,0,C1,98,West,2.9412184698541886,Fail
57,Male,9,1,C1,78,South,3.8355708525257364,Pass
34,Male,4,3,B1,80,West,3.2827070532138656,Fail
24,Female,7,0,C1,53,West,1.5660026370555302,Fail
31,Male,1,2,B1,67,West,2.242927028246628,Fail
59,Female,6,2,A1,69,North,3.7229442765513623,Pass
22,Female,3,3,C1,96,South,5.899972826361314,Pass
48,Male,8,2,A1,92,South,3.8012151149785933,Pass
29,Female,0,4,C1,93,North,3.544457092127013,Pass
38,Female,6,3,C1,58,East,2.950869436015897,Fail
30,Female,5,0,C1,62,West,3.7095188835644883,Pass
27,Male,7,3,B1,64,South,3.159883088416205,Fail
46,Female,4,1,A1,76,North,3.6869459738904125,Pass
49,Female,0,3,C1,64,West,3.016471658176896,Fail
54,Female,0,2,B1,77,East,-0.5783122661156184,Fail
58,Female,8,2,C1,86,East,6.294750841341202,Pass
30,Female,9,4,B1,68,West,4.187045226103956,Pass
39,Female,5,4,C1,75,East,2.485406610747701,Fail
42,Female,9,4,A1,75,South,3.2049837766599563,Fail
23,Male,4,0,A1,74,South,2.9064005561964814,Fail
59,Male,0,4,C1,75,South,1.9157566221929554,Fail
57,Female,5,0,B1,75,East,3.3666143710833722,Fail
58,Male,5,4,C1,95,South,4.505441568636958,Pass
36,Male,2,0,B1,77,North,2.9721692907003563,Fail
49,Female,7,3,C1,98,South,9.722568232306116,Pass
39,Male,0,3,B1,67,South,1.6843835146637018,Fail
55,Female,0,2,A1,81,East,0.1458532268548538,Fail
43,Female,5,0,C1,52,South,-1.7596266646764676,Fail
32,Female,9,1,A1,51,West,1.2743664036188274,Fail
34,Female,0,2,A1,82,North,4.1006973015058215,Pass
25,Female,5,3,C1,91,East,4.904849013546214,Pass
43,Male,0,0,C1,68,North,-1.6799720930299875,Fail
28,Female,5,4,B1,66,West,8.218424881998441,Pass
45,Male,2,1,B1,93,East,2.848528955323017,Fail
25,Female,7,3,A1,82,East,4.850633439760678,Pass
49,Female,5,2,B1,61,South,7.303450359872162,Pass
36,Female,0,0,B1,98,North,4.948911441656426,Pass
22,Male,4,1,C1,52,West,3.742274951664321,Pass
24,Female,7,0,B1,92,West,5.138427881652511,Pass
35,Female,2,4,A1,98,East,4.715570192341733,Pass
59,Female,5,2,B1,75,South,2.543065736575968,Fail
22,Female,4,0,A1,84,East,3.0335857950883947,Fail
59,Male,5,3,C1,57,East,4.103640988149426,Pass
59,Female,9,2,A1,85,East,4.1214348112431765,Pass
42,Male,0,3,B1,56,East,-0.49083901943110586,Fail
50,Female,6,0,C1,95,West,2.692739197382664,Fail
26,Male,8,2,B1,95,West,2.249134784188158,Fail
31,Male,1,3,C1,85,East,2.303745141744461,Fail
49,Female,9,4,C1,65,East,0.9140856959869734,Fail
42,Female,4,4,B1,73,South,3.777077021015095,Pass
28,Male,9,0,B1,50,East,0.18745100886367005,Fail
24,Female,3,2,C1,98,West,1.9630538800139896,Fail
41,Female,5,1,C1,74,North,3.818202148961691,Pass
40,Female,5,2,B1,59,West,4.36729342302506,Pass
56,Male,1,4,A1,65,South,3.419718417767003,Fail
25,Female,1,3,B1,65,West,2.5144678289477613,Fail
26,Female,3,1,C1,57,North,-0.2835466304949841,Fail
22,Female,0,0,B1,78,East,3.1312167097335153,Fail
25,Male,8,1,A1,88,North,1.7271972709897776,Fail
33,Female,6,0,B1,77,East,5.14415164090865,Pass
48,Male,6,1,C1,55,East,4.08040951496341,Pass
44,Female,2,0,B1,65,West,4.292803029479075,Pass
46,Male,2,0,C1,69,West,1.6847369680325937,Fail
42,Female,0,1,C1,65,West,-0.46252821442204173,Fail
45,Female,2,1,B1,56,South,-0.9453050483184997,Fail
46,Male,2,0,C1,90,West,-0.4131586691458522,Fail
53,Male,3,4,C1,63,South,-0.628549497214026,Fail
53,Male,3,1,A1,92,West,4.364005833873129,Pass
26,Female,2,2,A1,75,East,4.259833906064799,Pass
57,Female,9,3,A1,75,South,5.532399850513696,Pass
37,Female,7,0,A1,63,North,2.9789181758534427,Fail
54,Female,7,0,C1,56,South,7.061918872925025,Pass
42,Male,0,3,B1,82,South,1.6337030340719847,Fail
30,Female,6,4,C1,75,North,4.166833616287787,Pass
27,Female,1,3,C1,94,South,2.2142969733417615,Fail
56,Female,0,1,C1,69,East,0.5583838670731043,Fail
43,Female,2,3,B1,52,West,3.2419489796621956,Fail
26,Female,3,0,A1,53,North,0.42800662159095393,Fail
44,Female,5,3,C1,75,West,1.8238443469707202,Fail
38,Female,9,2,C1,60,East,5.362938770818708,Pass
33,Male,4,1,A1,51,North,1.1697832668753216,Fail
44,Female,3,3,C1,63,West,2.7119640561503586,Fail
37,Female,7,0,B1,93,West,2.812343760472946,Fail
24,Female,3,1,C1,79,East,2.261897403546704,Fail
51,Female,9,0,C1,98,West,2.823421763066752,Fail
43,Male,1,4,A1,61,East,0.7338224945018132,Fail
30,Male,2,2,C1,75,South,0.4855357563794309,Fail
50,Male,5,4,C1,93,East,5.381660219722903,Pass
58,Male,7,2,B1,82,South,4.073769668502659,Pass
44,Male,7,3,A1,62,North,5.467101647587329,Pass
34,Male,8,1,A1,63,West,5.595773129087924,Pass
53,Female,6,3,B1,73,East,2.575171345728653,Fail
44,Male,1,2,C1,83,East,3.708169968777127,Pass
38,Male,7,2,A1,93,West,3.8667585561331346,Pass
42,Female,6,2,A1,75,West,3.0076529890414956,Fail
23,Male,7,0,C1,70,North,5.654734193321551,Pass
58,Female,2,1,C1,77,North,3.0625369256308637,Fail
27,Female,6,3,A1,97,East,3.150151489872545,Fail
39,Male,9,3,C1,85,North,5.552586631053296,Pass
51,Female,8,4,A1,89,South,2.0035746956608214,Fail
43,Male,2,2,C1,51,North,2.2596259622792334,Fail
54,Male,9,2,C1,91,North,1.4658168982836326,Fail
51,Female,5,2,B1,58,East,0.8012007482636334,Fail
38,Female,1,3,C1,72,South,3.149279396538238,Fail
53,Male,1,4,B1,64,North,-3.28049199485362,Fail
35,Female,4,0,C1,62,South,5.7350237181495105,Pass
31,Female,4,1,A1,72,South,4.148985441409202,Pass
57,Male,6,0,A1,66,South,-0.8870662449794762,Fail
55,Male,1,3,C1,97,West,7.15199721338646,Pass
30,Female,6,2,C1,51,West,8.313207784972036,Pass
49,Male,4,1,A1,69,West,2.074016682020523,Fail
32,Male,5,3,C1,69,West,1.2820218705995128,Fail
35,Male,7,3,B1,95,East,7.497607148405728,Pass
40,Male,9,3,B1,52,North,3.392419725119481,Fail
36,Male,3,1,B1,61,West,2.3370790156257075,Fail
49,Male,6,1,B1,89,East,5.769579467845535,Pass
45,Male,5,4,B1,51,North,2.757977072413606,Fail
29,Female,9,4,C1,85,West,4.292891499366664,Pass
30,Male,1,0,C1,63,North,-1.2997899544104372,Fail
54,Female,7,1,B1,65,West,2.013913808523969,Fail
54,Female,9,1,C1,68,East,3.3984603074878637,Fail
40,Female,8,1,C1,83,South,1.3678736219306655,Fail
24,Male,4,4,B1,93,South,1.0991283635812445,Fail
31,Male,9,3,C1,95,North,4.792202633287979,Pass
22,Female,3,2,C1,55,East,-1.5744082913439206,Fail
50,Male,5,4,C1,62,South,1.4716739687573361,Fail
55,Female,7,1,B1,85,West,7.464187987194045,Pass
34,Male,2,4,C1,71,South,1.7740627057198552,Fail
22,Male,9,0,A1,67,North,2.7635531835922973,Fail
55,Female,0,1,A1,61,North,0.4151083309703194,Fail
50,Female,3,0,B1,79,East,1.4166952370913348,Fail
34,Female,3,1,A1,89,North,3.584737739676767,Pass
50,Male,0,4,B1,56,South,2.6497323063556015,Fail
45,Female,8,3,A1,81,South,3.4334831738709592,Pass
47,Male,2,2,A1,97,South,2.0273251537241155,Fail
38,Male,4,0,A1,68,South,4.845546235980118,Pass
28,Male,5,4,B1,55,East,0.10439049105949971,Fail
34,Female,7,3,B1,69,West,3.6198359669025577,Pass
26,Female,5,4,C1,76,West,3.7104930807024634,Pass
47,Female,2,0,B1,92,East,0.4266342798017695,Fail
24,Male,5,2,A1,86,North,2.959726793017405,Fail
28,Male,0,4,A1,97,West,0.43164707839623295,Fail
22,Female,3,1,B1,56,North,3.214338141403007,Fail
38,Male,5,3,B1,54,West,0.2335866889912417,Fail
46,Male,6,4,B1,60,North,5.624667324840118,Pass
24,Female,9,3,C1,64,East,4.113389685820885,Pass
36,Female,2,1,A1,52,South,0.6839322811325784,Fail
50,Female,8,2,C1,54,North,1.6006058006914525,Fail
53,Male,6,2,C1,72,South,5.341315591974929,Pass
47,Male,0,1,A1,86,North,0.18627573193208158,Fail
37,Male,1,3,A1,58,North,-0.564497118988966,Fail
46,Male,0,4,B1,64,North,3.862926638016238,Pass
49,Male,8,1,B1,52,North,1.5713883730106828,Fail
30,Female,8,0,C1,78,North,3.3810353717110253,Fail
22,Male,6,3,B1,55,South,4.862607551474526,Pass
50,Male,9,2,B1,66,North,4.405915205561907,Pass
43,Male,2,1,A1,75,South,5.386703091739947,Pass
37,Female,4,2,A1,70,East,0.980099263424645,Fail
28,Female,3,3,B1,57,West,1.9339773268005183,Fail
35,Female,6,2,A1,70,North,2.9836437194646366,Fail
50,Male,8,1,B1,60,West,4.74246990514799,Pass
40,Female,1,3,A1,87,South,4.782246255676187,Pass
40,Female,7,0,A1,57,East,3.1022330192573944,Fail
23,Female,8,1,A1,91,East,3.689672339279431,Pass
36,Male,9,4,A1,73,East,1.6290162643402692,Fail
24,Female,9,1,B1,84,West,4.38476237959339,Pass
32,Male,8,3,C1,63,South,2.6443999800070928,Fail
51,Male,9,1,A1,63,North,5.0818726211975385,Pass
39,Female,6,0,B1,59,North,1.8656316215639435,Fail
23,Male,8,0,B1,61,South,2.8337238912598575,Fail
53,Female,8,4,A1,87,West,1.5844639708328607,Fail
29,Male,2,2,C1,93,North,-1.2279041675250775,Fail
43,Female,3,3,A1,95,South,6.646974080367222,Pass
27,Female,1,3,B1,83,North,2.404367819130552,Fail
33,Female,9,2,C1,90,East,5.258670955261216,Pass
57,Male,2,0,B1,59,North,-0.33958992636550644,Fail
36,Female,4,0,A1,66,West,3.9410472143572255,Pass
49,Male,4,1,C1,66,South,3.7802797918087205,Pass
39,Female,5,4,B1,52,West,1.4751456111543808,Fail
23,Male,6,4,B1,80,South,1.6809891283092262,Fail
34,Male,6,4,B1,50,East,1.8849446323454544,Fail
36,Female,0,1,A1,61,South,1.0584347025857763,Fail
41,Female,1,4,C1,88,North,2.754214006280451,Fail
50,Female,8,2,A1,53,North,3.6717880164773016,Pass
50,Female,9,1,A1,91,East,6.8624602172804074,Pass
24,Female,1,2,A1,62,South,0.20008629980788317,Fail
40,Male,5,1,C1,83,East,0.7716760179421605,Fail
24,Female,0,4,A1,91,North,2.165198043703641,Fail
35,Female,2,2,A1,70,West,-1.3361696316618925,Fail
25,Male,1,2,A1,71,East,3.1564749970212365,Fail
32,Female,2,2,A1,53,West,1.990926528952253,Fail
52,Female,4,1,B1,67,West,1.7289239181801075,Fail
53,Male,9,3,A1,54,South,3.3228942535017207,Fail
48,Female,5,4,B1,68,East,5.139991564242465,Pass
51,Female,8,2,A1,51,West,5.321295870677061,Pass
23,Female,9,3,C1,61,West,3.7222562831732935,Pass
30,Male,3,4,B1,66,South,3.873537647115757,Pass
49,Female,6,4,B1,59,South,5.211740923680676,Pass
52,Male,5,2,B1,83,North,3.816052451249425,Pass
55,Female,1,2,B1,55,West,1.1140699607425495,Fail
36,Male,9,1,C1,57,North,4.517335414981202,Pass
46,Female,7,3,A1,60,West,1.5218267141412496,Fail
57,Male,6,3,B1,61,North,3.457211138587851,Pass
29,Male,6,2,C1,58,South,2.603747488747486,Fail
30,Male,7,4,B1,51,East,2.885268752413064,Fail
58,Male,0,2,A1,57,South,-2.198042023726861,Fail
53,Male,0,4,B1,60,North,-0.3551955028248579,Fail
38,Male,7,4,C1,85,North,3.203210351749237,Fail
56,Female,3,2,A1,59,East,3.9750783612775127,Pass
58,Female,4,0,C1,70,West,2.8216469808079747,Fail
40,Male,7,3,A1,69,North,5.614348496055804,Pass
50,Male,4,4,A1,97,North,5.94082676480026,Pass
28,Male,9,4,A1,57,North,5.01361829049899,Pass
49,Male,3,0,B1,85,East,2.4555868213605936,Fail
30,Female,5,1,C1,78,South,0.9240120066295794,Fail
49,Male,4,0,C1,91,North,6.538342529146618,Pass
27,Female,6,0,C1,61,East,-0.12068814342038126,Fail
50,Female,9,4,A1,63,North,4.68246817641699,Pass
38,Male,6,3,B1,97,West,5.520598007090763,Pass
37,Male,3,0,A1,99,East,4.078475155062676,Pass
44,Female,4,1,C1,70,North,0.13982181912135294,Fail
52,Female,2,2,B1,71,East,1.2251939942648191,Fail
24,Male,3,0,B1,70,North,0.3520904557646731,Fail
42,Male,3,0,B1,93,South,-1.665868459132041,Fail
47,Male,2,1,C1,99,North,2.545653483489923,Fail
57,Female,9,3,B1,79,East,3.049769207520045,Fail
58,Female,4,0,B1,88,West,5.530964569422691,Pass
43,Male,4,0,A1,69,West,3.465348876377344,Pass
33,Female,6,3,A1,73,West,3.5778039004282136,Pass
34,Female,3,1,B1,72,North,1.2346009352582619,Fail
32,Male,3,0,B1,56,South,1.9702321395713494,Fail
37,Male,8,3,A1,58,North,3.3582523681684404,Fail
29,Female,5,0,A1,50,West,2.389078217786217,Fail
23,Female,3,2,A1,75,East,6.228271541663937,Pass
51,Male,1,4,C1,87,West,0.27548768930464496,Fail
51,Male,5,2,C1,87,East,2.867716262703453,Fail
33,Male,1,0,A1,93,South,3.1077768006044475,Fail
31,Male,4,1,B1,71,East,1.6647183164283508,Fail
32,Male,5,4,A1,93,North,6.856083681216739,Pass
36,Female,3,2,C1,59,North,3.5419183060236765,Pass
37,Female,2,3,B1,55,North,0.5872191696607534,Fail
38,Female,6,1,C1,66,East,3.3981374045499644,Fail
47,Female,1,2,B1,99,North,0.7757825316243974,Fail
23,Male,5,3,C1,87,North,1.811683371291811,Fail
33,Male,3,0,B1,73,North,1.714604040580838,Fail
47,Male,5,3,B1,59,South,5.512522323803562,Pass
44,Female,3,2,B1,57,East,3.6458900795694333,Pass
39,Female,3,2,B1,70,East,2.3048447870054876,Fail
53,Female,3,0,C1,55,West,3.2873723896047853,Fail
59,Male,8,3,C1,70,East,4.587237420831657,Pass
24,Female,6,3,B1,88,South,1.3802139487494243,Fail
59,Male,2,0,B1,73,East,1.4047247616233791,Fail
24,Male,2,3,C1,82,South,2.283680808037069,Fail
51,Male,5,0,B1,67,South,4.028380673851925,Pass
22,Male,5,1,B1,77,East,1.7220589987958062,Fail
51,Male,3,2,B1,81,West,0.6896708486784586,Fail
53,Male,8,1,A1,61,North,3.423906086426386,Fail
49,Female,3,4,B1,97,North,1.8641509920108943,Fail
42,Male,8,4,A1,91,East,3.917981560832728,Pass
34,Male,3,4,B1,76,East,2.678240854217747,Fail
48,Female,1,0,C1,59,South,0.4189116725510894,Fail
57,Male,1,3,A1,95,East,4.251365485705634,Pass
28,Female,4,1,A1,91,South,5.593590212008842,Pass
43,Female,3,1,B1,81,West,4.040821485916428,Pass
31,Female,6,1,B1,91,East,-0.17739433030972718,Fail
36,Male,4,1,A1,75,North,1.2410526753963314,Fail
36,Male,5,4,C1,74,North,3.052695761935609,Fail
25,Female,9,1,C1,60,East,0.10745348129984755,Fail
53,Male,3,3,B1,72,South,0.8282165657014389,Fail
44,Male,1,4,C1,83,North,1.9621400615348992,Fail
27,Female,9,1,C1,89,South,3.337051837741876,Fail
45,Female,8,0,B1,72,East,3.4973003546178365,Pass
41,Male,9,2,C1,78,East,1.5083432774460914,Fail
58,Female,6,2,B1,80,North,2.479435298566327,Fail
41,Female,3,2,A1,56,East,2.443819501453158,Fail
33,Female,2,4,B1,89,West,2.75540294284974,Fail
54,Male,9,1,A1,82,West,5.023787155295765,Pass
49,Male,2,4,A1,70,North,3.2271487239950662,Fail
29,Male,8,3,C1,51,West,2.9507860624916704,Fail
22,Female,4,0,C1,67,South,2.4452377661502442,Fail
58,Male,2,0,C1,96,North,0.4400138106099267,Fail
43,Female,4,2,B1,82,North,2.2895433619454244,Fail
27,Male,1,2,C1,86,South,-0.12123494389941203,Fail
42,Male,3,2,A1,83,West,4.675848864552517,Pass
53,Female,9,1,C1,69,West,3.3880113989385356,Fail
56,Male,1,3,C1,84,West,4.287886892456127,Pass
36,Female,1,3,B1,99,North,3.007992137376891,Fail
26,Male,7,3,B1,67,North,1.9336754766875375,Fail
27,Male,0,3,A1,95,West,2.5272131980030403,Fail
46,Female,6,2,B1,73,East,4.914436530175689,Pass
50,Female,4,0,C1,57,West,1.8998384167949727,Fail
28,Female,7,2,B1,79,South,3.833058704682477,Pass
34,Male,0,3,A1,93,North,0.8920853832898441,Fail
59,Male,6,2,C1,59,South,3.133206452954695,Fail
39,Male,4,3,A1,72,South,3.3557963776042836,Fail
23,Female,3,4,B1,98,North,2.012368371762979,Fail
29,Female,6,0,B1,60,East,0.5414081266406909,Fail
32,Female,9,4,A1,51,West,6.8409409991663885,Pass
54,Male,1,1,C1,75,South,2.833241011969483,Fail
59,Male,0,2,B1,85,North,0.5796837892572315,Fail
48,Female,0,1,B1,82,South,1.86931451431611,Fail
41,Male,0,2,C1,96,West,-1.1171573353459783,Fail
33,Female,4,4,B1,62,East,-1.0241419478207123,Fail
52,Male,9,3,A1,89,East,6.803266174955601,Pass
48,Male,6,3,B1,74,East,3.9691022805230816,Pass
53,Female,1,2,B1,53,North,1.3995950610307673,Fail
31,Male,9,3,C1,91,North,5.130314409625906,Pass
24,Male,7,4,A1,68,East,10.372263317839403,Pass
48,Female,3,3,C1,67,West,4.243190572490649,Pass
56,Female,2,4,B1,86,West,0.5991194672503863,Fail
52,Male,9,1,B1,79,North,0.7242472161593501,Fail
36,Female,7,4,C1,68,East,6.029071526718832,Pass
37,Male,1,0,C1,72,West,3.092191708460014,Fail
34,Female,2,0,C1,65,West,2.725121535100882,Fail
56,Male,2,0,A1,50,West,-0.27575806179878626,Fail
32,Male,9,2,B1,61,North,4.74157077976795,Pass
42,Female,0,2,C1,73,East,0.04830966251306945,Fail
32,Male,5,2,B1,83,South,4.470563772041922,Pass
51,Male,1,4,A1,57,East,3.920313814544683,Pass
56,Female,0,2,A1,67,East,0.3180544823409295,Fail
43,Female,1,1,A1,97,North,4.218620322430847,Pass
59,Male,5,0,A1,54,West,2.5397047991254196,Fail
52,Female,3,4,B1,75,West,3.808746424883971,Pass
35,Female,5,0,A1,79,North,0.06573327261839168,Fail
45,Male,8,2,A1,62,North,4.194429011909799,Pass
53,Male,9,4,C1,68,North,3.1688312251706634,Fail
57,Female,9,3,A1,78,North,5.419266908028347,Pass
53,Female,7,1,C1,52,North,6.014325339302525,Pass
36,Female,0,2,A1,75,South,2.104040418632705,Fail
56,Male,7,2,A1,89,East,2.0332901871336326,Fail
24,Male,8,1,C1,61,East,4.767932183555173,Pass
37,Male,5,1,A1,51,East,3.2685774915754324,Fail
26,Male,9,3,B1,60,West,8.317203492800619,Pass
